id,name,total,over_votes,under_votes,Write-in,Haley Stevens,Abdul El-Sayed,Mallory McMorrow
495596000001,"City of Mount Morris, Precinct 1",13,,,0,4,9,0
495598000001,"Mount Morris Township, Precinct 1",2,,,0,0,2,0
495598000002,"Mount Morris Township, Precinct 2",11,,,0,3,7,1
495598000003,"Mount Morris Township, Precinct 3",2,,,0,1,1,0
495598000004,"Mount Morris Township, Precinct 4",22,,,0,11,11,0
495598000005,"Mount Morris Township, Precinct 5",5,,,0,3,2,0
495598000006,"Mount Morris Township, Precinct 6",4,,,0,3,1,0
495598000007,"Mount Morris Township, Precinct 7",12,,,0,12,0,0
495598000008,"Mount Morris Township, Precinct 8",15,,,0,12,2,1
495598000009,"Mount Morris Township, Precinct 9",5,,,0,2,3,0
495598000010,"Mount Morris Township, Precinct 10",11,,,0,8,3,0
495616000001,"Mundy Township, Precinct 1",33,,,0,9,24,0
495616000002,"Mundy Township, Precinct 2",12,,,0,3,8,1
495616000003,"Mundy Township, Precinct 3",24,,,0,11,13,0
495616000004,"Mundy Township, Precinct 4",16,,,0,4,12,0
495616000005,"Mundy Township, Precinct 5",18,,,0,13,5,0
495616000006,"Mundy Township, Precinct 6",16,,,0,5,10,1
495616000007,"Mundy Township, Precinct 7",23,,,0,4,19,0
496818000001,"Richfield Township, Precinct 1",61,,,0,23,35,3
496818000002,"Richfield Township, Precinct 2",43,,,0,17,24,2
497770000001,"City of Swartz Creek, Precinct 1",34,,,0,17,14,3
497770000002,"City of Swartz Creek, Precinct 2",31,,,0,14,16,1
497770000003,"City of Swartz Creek, Precinct 3",17,,,0,6,10,1
497770000004,"City of Swartz Creek, Precinct 4",26,,,0,14,11,1
497946000001,"Thetford Township, Precinct 1",26,,,0,9,14,3
497946000003,"Thetford Township, Precinct 2",34,,,0,20,13,1
498238000001,"Vienna Township, Precinct 1",21,,,0,12,9,0
498238000002,"Vienna Township, Precinct 2",23,,,0,12,11,0
498238000003,"Vienna Township, Precinct 3",22,,,0,1,21,0
498238000004,"Vienna Township, Precinct 4",17,,,0,5,12,0
498238000005,"Vienna Township, Precinct 5",16,,,0,5,11,0
