id,name,total,over_votes,under_votes,Write-in,Thomas J. Smith,Amir Hassan,Al Lemmo
492900008024,"City of Flint, Precinct 24",2,,,0,2,0,0
492900009025,"City of Flint, Precinct 25",1,,,0,0,0,1
492900009026,"City of Flint, Precinct 26",2,,,0,1,1,0
492900009027,"City of Flint, Precinct 27",0,,,0,0,0,0
492900009028,"City of Flint, Precinct 28",1,,,0,1,0,0
492900009029,"City of Flint, Precinct 29",4,,,0,4,0,0
492902000001,"Flint Township, Precinct 1",20,,,0,6,7,7
492902000002,"Flint Township, Precinct 2",4,,,0,0,1,3
492902000003,"Flint Township, Precinct 3",32,,,0,19,10,3
492902000004,"Flint Township, Precinct 4",11,,,0,5,5,1
492902000005,"Flint Township, Precinct 5",9,,,0,4,5,0
492902000006,"Flint Township, Precinct 6",2,,,0,1,1,0
492902000007,"Flint Township, Precinct 7",15,,,0,6,8,1
492902000008,"Flint Township, Precinct 8",12,,,0,4,5,3
492920000001,"City of Flushing, Precinct 1",9,,,0,4,3,2
492920000002,"City of Flushing, Precinct 2",15,,,0,7,7,1
492920000003,"City of Flushing, Precinct 3",17,,,0,9,5,3
492920000004,"City of Flushing, Precinct 4",10,,,0,5,0,5
492922000001,"Flushing Township, Precinct 1",11,,,1,2,8,0
492922000002,"Flushing Township, Precinct 2",18,,,0,10,7,1
492922000003,"Flushing Township, Precinct 3",13,,,0,8,3,2
492922000004,"Flushing Township, Precinct 4",7,,,0,2,2,3
492942000001,"Forest Township, Precinct 1",47,,,0,20,19,8
493122000001,"Gaines Township, Precinct 1",40,,,0,19,15,6
493122000002,"Gaines Township, Precinct 2",10,,,0,2,4,4
493122000003,"Gaines Township, Precinct 3",14,,,0,5,5,4
493180000001,"Genesee Township, Precinct 1",7,,,0,6,0,1
493180000002,"Genesee Township, Precinct 2",2,,,0,0,1,1
493180000003,"Genesee Township, Precinct 3",5,,,0,5,0,0
493180000004,"Genesee Township, Precinct 4",21,,,0,12,8,1
493180000005,"Genesee Township, Precinct 5",6,,,0,3,3,0
493180000006,"Genesee Township, Precinct 6",9,,,0,6,2,1
493180000007,"Genesee Township, Precinct 7",6,,,0,2,4,0
493328000001,"City of Grand Blanc, Precinct 1",14,,,0,5,6,3
493328000002,"City of Grand Blanc, Precinct 2",14,,,0,4,7,3
493330000001,"Grand Blanc Township, Precinct 1",21,,,0,14,6,1
493330000002,"Grand Blanc Township, Precinct 2",5,,,0,3,2,0
493330000003,"Grand Blanc Township, Precinct 3",23,,,0,8,9,6
493330000004,"Grand Blanc Township, Precinct 4",37,,,0,24,8,5
493330000005,"Grand Blanc Township, Precinct 5",18,,,0,6,9,3
493330000006,"Grand Blanc Township, Precinct 6",20,,,0,3,14,3
493330000007,"Grand Blanc Township, Precinct 7",45,,,0,28,13,4
493330000008,"Grand Blanc Township, Precinct 8",28,,,0,12,11,5
493330000009,"Grand Blanc Township, Precinct 9",9,,,0,6,3,0
493330000010,"Grand Blanc Township, Precinct 10",2,,,0,0,2,0
494782000001,"City of Linden, Precinct 1",69,,,0,39,26,4
495528000001,"City of Montrose, Precinct 1",9,,,0,4,0,5
495530000001,"Montrose Township, Precinct 1",11,,,0,9,1,1
495530000002,"Montrose Township, Precinct 2",15,,,0,7,8,0
495530000003,"Montrose Township, Precinct 3",12,,,0,7,4,1
495530000004,"Montrose Township, Precinct 4",21,,,0,9,11,1
495596000001,"City of Mount Morris, Precinct 1",9,,,0,6,1,2
495598000001,"Mount Morris Township, Precinct 1",1,,,0,1,0,0
495598000002,"Mount Morris Township, Precinct 2",7,,,0,5,2,0
495598000003,"Mount Morris Township, Precinct 3",3,,,0,3,0,0
495598000004,"Mount Morris Township, Precinct 4",8,,,0,7,1,0
495598000005,"Mount Morris Township, Precinct 5",3,,,0,1,1,1
495598000006,"Mount Morris Township, Precinct 6",1,,,0,0,1,0
495598000007,"Mount Morris Township, Precinct 7",1,,,0,1,0,0
495598000008,"Mount Morris Township, Precinct 8",0,,,0,0,0,0
495598000009,"Mount Morris Township, Precinct 9",3,,,0,1,2,0
495598000010,"Mount Morris Township, Precinct 10",0,,,0,0,0,0
495616000001,"Mundy Township, Precinct 1",18,,,0,9,8,1
495616000002,"Mundy Township, Precinct 2",18,,,0,7,7,4
495616000003,"Mundy Township, Precinct 3",25,,,0,7,12,6
495616000004,"Mundy Township, Precinct 4",8,,,0,3,3,2
495616000005,"Mundy Township, Precinct 5",14,,,0,6,6,2
495616000006,"Mundy Township, Precinct 6",7,,,0,4,2,1
495616000007,"Mundy Township, Precinct 7",12,,,0,2,10,0
496818000001,"Richfield Township, Precinct 1",57,,,0,30,22,5
496818000002,"Richfield Township, Precinct 2",28,,,0,18,4,6
497770000001,"City of Swartz Creek, Precinct 1",12,,,0,4,7,1
497770000002,"City of Swartz Creek, Precinct 2",10,,,0,4,4,2
497770000003,"City of Swartz Creek, Precinct 3",13,,,0,5,7,1
497770000004,"City of Swartz Creek, Precinct 4",11,,,0,7,3,1
497946000001,"Thetford Township, Precinct 1",28,,,0,12,9,7
497946000003,"Thetford Township, Precinct 2",32,,,0,18,7,7
498238000001,"Vienna Township, Precinct 1",25,,,0,12,8,5
498238000002,"Vienna Township, Precinct 2",16,,,0,5,8,3
498238000003,"Vienna Township, Precinct 3",9,,,0,2,6,1
498238000004,"Vienna Township, Precinct 4",19,,,0,13,3,3
498238000005,"Vienna Township, Precinct 5",16,,,0,6,9,1
