id,name,total,over_votes,under_votes,Write-in,Abdul El-Sayed,Mallory McMorrow,Haley Stevens
1255398000005,"Milford Township, Precinct 5",383,,,0,152,13,218
1255398000006,"Milford Township, Precinct 6",270,,,0,92,16,162
1255398000007,"Milford Township, Precinct 7",193,,,0,69,6,118
1255946000001,"Novi Township, Precinct 1",0,,,0,0,0,0
1255982000001,"Oakland Township, Precinct 1",230,,,0,93,8,129
1255982000002,"Oakland Township, Precinct 2",356,,,1,134,14,207
1255982000003,"Oakland Township, Precinct 3",311,,,0,126,14,171
1255982000004,"Oakland Township, Precinct 4",221,,,0,97,11,113
1255982000005,"Oakland Township, Precinct 5",335,,,0,127,14,194
1255982000006,"Oakland Township, Precinct 6",294,,,0,83,6,205
1256110000001,"Orion Township, Precinct 1",411,,,0,176,24,211
1256110000002,"Orion Township, Precinct 2",222,,,0,76,13,133
1256110000003,"Orion Township, Precinct 3",225,,,0,86,7,132
1256110000004,"Orion Township, Precinct 4",257,,,0,87,22,148
1256110000005,"Orion Township, Precinct 5",230,,,0,96,20,114
1256110000006,"Orion Township, Precinct 6",274,,,0,93,13,168
1256110000007,"Orion Township, Precinct 7",373,,,0,169,22,182
1256110000008,"Orion Township, Precinct 8",396,,,0,127,17,252
1256110000009,"Orion Township, Precinct 9",296,,,0,129,19,148
1256110000010,"Orion Township, Precinct 10",251,,,0,107,18,126
1256110000011,"Orion Township, Precinct 11",351,,,0,150,20,181
1256204000001,"Oxford Township, Precinct 1",291,,,0,125,11,155
1256204000002,"Oxford Township, Precinct 2",409,,,1,136,33,239
1256204000003,"Oxford Township, Precinct 3",556,,,0,211,41,304
1256204000004,"Oxford Township, Precinct 4",421,,,0,158,28,235
1256204000005,"Oxford Township, Precinct 5",313,,,0,124,17,172
1256958000001,"Rose Township, Precinct 1",165,,,0,67,10,88
1256958000002,"Rose Township, Precinct 2",182,,,0,52,8,122
1256958000003,"Rose Township, Precinct 3",183,,,1,53,5,124
1257006000001,"Royal Oak Township, Precinct 1",133,,,0,24,10,99
1257006000002,"Royal Oak Township, Precinct 2",234,,,1,65,7,161
1257492000001,"Southfield Township, Precinct 1",297,,,0,114,23,160
1257492000002,"Southfield Township, Precinct 2",321,,,0,116,1,204
1257492000003,"Southfield Township, Precinct 3",207,,,0,76,5,126
1257492000004,"Southfield Township, Precinct 4",169,,,0,66,6,97
1257492000005,"Southfield Township, Precinct 5",356,,,1,116,14,225
1257492000006,"Southfield Township, Precinct 6",223,,,0,55,6,162
1257492000007,"Southfield Township, Precinct 7",509,,,1,111,20,377
1257576000001,"Springfield Township, Precinct 1",217,,,0,84,10,123
1257576000002,"Springfield Township, Precinct 2",135,,,0,46,4,85
1257576000003,"Springfield Township, Precinct 3",179,,,0,65,3,111
1257576000004,"Springfield Township, Precinct 4",288,,,0,102,11,175
1257576000005,"Springfield Township, Precinct 5",181,,,0,75,5,101
1258424000001,"Waterford Township, Precinct 1",108,,,0,35,7,66
1258424000002,"Waterford Township, Precinct 2",389,,,0,128,14,247
1258424000003,"Waterford Township, Precinct 3",356,,,0,108,7,241
1258424000004,"Waterford Township, Precinct 4",300,,,0,95,11,194
1258424000005,"Waterford Township, Precinct 5",391,,,0,128,9,254
1258424000006,"Waterford Township, Precinct 6",342,,,0,112,9,221
1258424000007,"Waterford Township, Precinct 7",331,,,0,128,9,194
1258424000008,"Waterford Township, Precinct 8",336,,,0,102,12,222
1258424000009,"Waterford Township, Precinct 9",391,,,0,125,13,253
1258424000010,"Waterford Township, Precinct 10",247,,,0,78,8,161
1258424000011,"Waterford Township, Precinct 11",262,,,0,75,3,184
1258424000012,"Waterford Township, Precinct 12",342,,,0,105,13,224
1258424000013,"Waterford Township, Precinct 13",366,,,1,147,16,202
1258424000014,"Waterford Township, Precinct 14",273,,,2,83,15,173
1258424000015,"Waterford Township, Precinct 15",306,,,0,107,8,191
1258424000016,"Waterford Township, Precinct 16",324,,,0,108,15,201
1258424000017,"Waterford Township, Precinct 17",369,,,0,143,15,211
1258424000018,"Waterford Township, Precinct 18",354,,,0,120,16,218
1258424000019,"Waterford Township, Precinct 19",346,,,0,121,17,208
1258424000020,"Waterford Township, Precinct 20",298,,,0,98,12,188
1258424000021,"Waterford Township, Precinct 21",323,,,0,107,15,201
1258548000001,"West Bloomfield Township, Precinct 1",622,,,0,121,16,485
1258548000002,"West Bloomfield Township, Precinct 2",579,,,0,116,11,452
1258548000003,"West Bloomfield Township, Precinct 3",840,,,0,125,15,700
1258548000004,"West Bloomfield Township, Precinct 4",391,,,0,112,10,269
1258548000005,"West Bloomfield Township, Precinct 5",149,,,0,42,6,101
1258548000006,"West Bloomfield Township, Precinct 6",551,,,0,165,16,370
1258548000007,"West Bloomfield Township, Precinct 7",521,,,0,133,8,380
1258548000008,"West Bloomfield Township, Precinct 8",668,,,0,104,17,547
1258548000009,"West Bloomfield Township, Precinct 9",687,,,0,71,16,600
1258548000010,"West Bloomfield Township, Precinct 10",551,,,0,139,18,394
1258548000011,"West Bloomfield Township, Precinct 11",347,,,0,88,11,248
1258548000012,"West Bloomfield Township, Precinct 12",231,,,0,68,3,160
1258548000013,"West Bloomfield Township, Precinct 13",85,,,0,16,0,69
1258548000014,"West Bloomfield Township, Precinct 14",550,,,0,166,16,368
1258548000015,"West Bloomfield Township, Precinct 15",457,,,0,153,9,295
1258548000016,"West Bloomfield Township, Precinct 16",755,,,1,179,26,549
1258548000017,"West Bloomfield Township, Precinct 17",510,,,1,105,11,393
1258548000018,"West Bloomfield Township, Precinct 18",535,,,0,136,11,388
1258548000019,"West Bloomfield Township, Precinct 19",609,,,0,135,13,461
1258548000020,"West Bloomfield Township, Precinct 20",995,,,0,187,21,787
1258686000001,"White Lake Township, Precinct 1",51,,,0,10,4,37
1258686000002,"White Lake Township, Precinct 2",268,,,0,96,10,162
1258686000003,"White Lake Township, Precinct 3",264,,,0,81,12,171
1258686000004,"White Lake Township, Precinct 4",208,,,0,57,7,144
1258686000005,"White Lake Township, Precinct 5",376,,,0,110,11,255
1258686000006,"White Lake Township, Precinct 6",418,,,2,130,25,261
1258686000007,"White Lake Township, Precinct 7",410,,,0,130,13,267
1258686000008,"White Lake Township, Precinct 8",332,,,0,115,4,213
1258686000009,"White Lake Township, Precinct 9",401,,,0,134,14,253
1250410500001,"Auburn Hills, Precinct 1",170,,,0,80,6,84
1250410500002,"Auburn Hills, Precinct 2",543,,,0,122,22,399
1250410500003,"Auburn Hills, Precinct 3",192,,,0,78,8,106
1250410500004,"Auburn Hills, Precinct 4",168,,,0,70,1,97
1250410500005,"Auburn Hills, Precinct 5",173,,,0,69,7,97
1250410500006,"Auburn Hills, Precinct 6",348,,,0,134,16,198
1250410500007,"Auburn Hills, Precinct 7",228,,,0,70,8,150
1250766000001,"Berkley, Precinct 1",770,,,1,372,38,359
1250766000002,"Berkley, Precinct 2",755,,,0,394,38,323
1250766000003,"Berkley, Precinct 3",606,,,0,322,25,259
1250766000004,"Berkley, Precinct 4",305,,,1,158,24,122
1250864000001,"Birmingham, Precinct 1",652,,,0,153,12,487
1250864000002,"Birmingham, Precinct 2",648,,,0,211,32,405
1250864000003,"Birmingham, Precinct 3",510,,,0,114,15,381
1250864000004,"Birmingham, Precinct 4",919,,,0,266,40,613
1250864000005,"Birmingham, Precinct 5",509,,,0,158,26,325
1250918000001,"Bloomfield Hills, Precinct 1",294,,,1,98,3,192
1250918000002,"Bloomfield Hills, Precinct 2",216,,,0,55,4,157
1258245000001,"Clarkston, Precinct 1",0,,,0,0,0,0
1251616000001,"Clawson, Precinct 1",380,,,0,168,23,189
1251616000002,"Clawson, Precinct 2",216,,,0,92,18,106
1251616000003,"Clawson, Precinct 3",447,,,0,212,13,222
1251616000004,"Clawson, Precinct 4",285,,,0,136,6,143
1252738000001,"Farmington, Precinct 1",279,,,0,120,3,156
1252738000002,"Farmington, Precinct 2",597,,,0,214,8,375
1252738000003,"Farmington, Precinct 3",571,,,0,257,13,301
1252744000001,"Farmington Hills, Precinct 1",0,,,0,0,0,0
1252744000002,"Farmington Hills, Precinct 2",0,,,0,0,0,0
1252744000003,"Farmington Hills, Precinct 3",0,,,0,0,0,0
1252744000004,"Farmington Hills, Precinct 4",0,,,0,0,0,0
1252744000005,"Farmington Hills, Precinct 5",0,,,0,0,0,0
1252744000006,"Farmington Hills, Precinct 6",453,,,0,113,20,320
1252744000007,"Farmington Hills, Precinct 7",450,,,0,118,8,324
1252744000008,"Farmington Hills, Precinct 8",556,,,0,226,8,322
1252744000009,"Farmington Hills, Precinct 9",602,,,0,243,15,344
1252744000010,"Farmington Hills, Precinct 10",399,,,0,101,11,287
1252744000011,"Farmington Hills, Precinct 11",884,,,0,344,15,525
1252744000012,"Farmington Hills, Precinct 12",392,,,0,142,14,236
1252744000013,"Farmington Hills, Precinct 13",218,,,0,80,6,132
1252744000014,"Farmington Hills, Precinct 14",457,,,0,182,14,261
1252744000015,"Farmington Hills, Precinct 15",190,,,0,64,7,119
1252744000016,"Farmington Hills, Precinct 16",742,,,0,275,16,451
1252744000017,"Farmington Hills, Precinct 17",516,,,0,194,6,316
1252744000018,"Farmington Hills, Precinct 18",418,,,0,171,8,239
1252744000019,"Farmington Hills, Precinct 19",453,,,0,182,13,258
1252744000020,"Farmington Hills, Precinct 20",389,,,0,128,15,246
1252744000021,"Farmington Hills, Precinct 21",559,,,1,170,23,365
1252744000022,"Farmington Hills, Precinct 22",63,,,0,35,3,25
1252744000023,"Farmington Hills, Precinct 23",41,,,0,32,0,9
492776000002,"Fenton, Precinct 2",0,,,0,0,0,0
1252788000001,"Ferndale, Precinct 1",765,,,0,467,27,271
1252788000002,"Ferndale, Precinct 2",538,,,0,366,15,157
1252788000003,"Ferndale, Precinct 3",804,,,0,559,22,223
1252788000004,"Ferndale, Precinct 4",458,,,0,324,11,123
1252788000005,"Ferndale, Precinct 5",478,,,0,342,15,121
1252788000006,"Ferndale, Precinct 6",561,,,1,367,12,181
1253742000001,"Hazel Park, Precinct 1",201,,,0,138,7,56
1253742000002,"Hazel Park, Precinct 2",197,,,0,95,9,93
1253742000003,"Hazel Park, Precinct 3",158,,,0,103,4,51
1253742000004,"Hazel Park, Precinct 4",206,,,1,84,8,113
1253742000005,"Hazel Park, Precinct 5",180,,,0,81,6,93
1253742000006,"Hazel Park, Precinct 6",171,,,0,106,3,62
1254000000001,"Huntington Woods, Precinct 1",639,,,0,159,11,469
1254000000002,"Huntington Woods, Precinct 2",612,,,0,166,23,423
1254000000003,"Huntington Woods, Precinct 3",608,,,0,222,28,358
1254246000001,"Keego Harbor, Precinct 1",172,,,0,75,8,89
1254444000001,"Lake Angelus, Precinct 1",0,,,0,0,0,0
1254632000001,"Lathrup Village, Precinct 1",672,,,1,193,27,451
1255056000001,"Madison Heights, Precinct 1",405,,,0,174,13,218
1255056000002,"Madison Heights, Precinct 2",267,,,0,135,3,129
1255056000003,"Madison Heights, Precinct 3",248,,,0,115,15,118
1255056000004,"Madison Heights, Precinct 4",422,,,0,204,12,206
1255056000005,"Madison Heights, Precinct 5",214,,,0,88,3,123
1255056000006,"Madison Heights, Precinct 6",552,,,2,225,17,308
1255056000007,"Madison Heights, Precinct 7",333,,,0,141,12,180
1255898000002,"Northville, Precinct 2",454,,,0,179,10,265
1255944000001,"Novi, Precinct 1",317,,,0,98,11,208
1255944000002,"Novi, Precinct 2",373,,,0,127,19,227
1255944000003,"Novi, Precinct 3",250,,,0,91,7,152
1255944000004,"Novi, Precinct 4",313,,,0,117,5,191
1255944000005,"Novi, Precinct 5",172,,,0,65,6,101
1255944000006,"Novi, Precinct 6",358,,,0,114,4,240
1255944000007,"Novi, Precinct 7",246,,,0,93,3,150
1255944000008,"Novi, Precinct 8",284,,,0,84,10,190
1255944000009,"Novi, Precinct 9",367,,,1,55,7,304
1255944000010,"Novi, Precinct 10",396,,,0,40,13,343
1255944000011,"Novi, Precinct 11",148,,,0,43,3,102
1255944000012,"Novi, Precinct 12",132,,,0,60,8,64
1255944000013,"Novi, Precinct 13",304,,,0,99,3,202
1255944000014,"Novi, Precinct 14",77,,,0,33,3,41
1255944000015,"Novi, Precinct 15",249,,,0,79,11,159
1255944000016,"Novi, Precinct 16",549,,,0,164,19,366
1255944000018,"Novi, Precinct 18",260,,,0,87,8,165
1255944000019,"Novi, Precinct 19",291,,,0,95,9,187
1255944000020,"Novi, Precinct 20",173,,,0,54,5,114
1255944000021,"Novi, Precinct 21",252,,,0,64,12,176
1255944000022,"Novi, Precinct 22",126,,,0,44,4,78
1255944000023,"Novi, Precinct 23",228,,,0,87,8,133
1255944000024,"Novi, Precinct 24",244,,,0,77,8,159
1255944000025,"Novi, Precinct 25",122,,,0,53,2,67
1255992000001,"Oak Park, Precinct 1",418,,,2,72,18,326
1255992000002,"Oak Park, Precinct 2",400,,,0,90,16,294
1255992000003,"Oak Park, Precinct 3",265,,,0,21,6,238
1255992000004,"Oak Park, Precinct 4",486,,,0,130,20,336
1255992000005,"Oak Park, Precinct 5",542,,,1,103,18,420
1255992000006,"Oak Park, Precinct 6",629,,,0,131,13,485
1255992000007,"Oak Park, Precinct 7",135,,,0,56,9,70
1255992000008,"Oak Park, Precinct 8",663,,,1,183,24,455
1255992000009,"Oak Park, Precinct 9",310,,,0,169,9,132
1255992000010,"Oak Park, Precinct 10",548,,,1,281,17,249
1256102000001,"Orchard Lake, Precinct 1",0,,,0,0,0,0
1256490000001,"Pleasant Ridge, Precinct 1",472,,,0,238,35,199
1256544001001,"Pontiac, Precinct 1",392,,,2,70,16,304
1256544001002,"Pontiac, Precinct 2",176,,,0,42,5,129
1256544001003,"Pontiac, Precinct 3",358,,,0,96,13,249
1256544002004,"Pontiac, Precinct 4",420,,,0,152,13,255
1256544002005,"Pontiac, Precinct 5",255,,,0,74,2,179
1256544002006,"Pontiac, Precinct 6",46,,,0,17,1,28
1256544003007,"Pontiac, Precinct 7",155,,,0,38,7,110
1256544003008,"Pontiac, Precinct 8",170,,,0,49,9,112
1256544004009,"Pontiac, Precinct 9",361,,,0,101,13,247
1256544004010,"Pontiac, Precinct 10",275,,,0,78,9,188
1256544005011,"Pontiac, Precinct 11",225,,,0,76,12,137
1256544005012,"Pontiac, Precinct 12",361,,,0,68,11,282
1256544006013,"Pontiac, Precinct 13",355,,,1,74,12,268
1256544006014,"Pontiac, Precinct 14",407,,,0,75,8,324
1256902000001,"Rochester, Precinct 1",398,,,0,203,15,180
1256902000002,"Rochester, Precinct 2",510,,,0,203,25,282
1256902000003,"Rochester, Precinct 3",360,,,0,143,31,186
1256903501001,"Rochester Hills, Precinct 1",383,,,0,119,19,245
1256903501002,"Rochester Hills, Precinct 2",370,,,1,150,10,209
1256903501003,"Rochester Hills, Precinct 3",378,,,0,142,25,211
1256903501004,"Rochester Hills, Precinct 4",429,,,0,176,21,232
1256903501005,"Rochester Hills, Precinct 5",432,,,0,178,27,227
1256903501006,"Rochester Hills, Precinct 6",477,,,0,192,22,263
1256903502007,"Rochester Hills, Precinct 7",675,,,0,215,28,432
1256903502008,"Rochester Hills, Precinct 8",588,,,0,220,29,339
1256903502009,"Rochester Hills, Precinct 9",471,,,0,171,35,265
1256903502010,"Rochester Hills, Precinct 10",191,,,0,63,9,119
1256903502011,"Rochester Hills, Precinct 11",300,,,0,105,14,181
1256903503012,"Rochester Hills, Precinct 12",611,,,0,219,52,340
1256903503013,"Rochester Hills, Precinct 13",434,,,0,137,27,270
1256903503014,"Rochester Hills, Precinct 14",414,,,0,120,27,267
1256903503015,"Rochester Hills, Precinct 15",468,,,0,227,23,218
1256903503016,"Rochester Hills, Precinct 16",206,,,0,62,16,128
1256903504017,"Rochester Hills, Precinct 17",504,,,0,206,35,263
1256903504018,"Rochester Hills, Precinct 18",201,,,0,69,11,121
1256903504019,"Rochester Hills, Precinct 19",232,,,1,85,15,131
1256903504020,"Rochester Hills, Precinct 20",440,,,0,172,29,239
1256903504021,"Rochester Hills, Precinct 21",199,,,1,84,7,107
1257004000001,"Royal Oak, Precinct 1",847,,,0,393,43,411
1257004000002,"Royal Oak, Precinct 2",456,,,0,256,20,180
1257004000003,"Royal Oak, Precinct 3",661,,,0,364,27,270
1257004000004,"Royal Oak, Precinct 4",640,,,0,323,37,280
1257004000005,"Royal Oak, Precinct 5",766,,,0,385,48,333
1257004000006,"Royal Oak, Precinct 6",955,,,0,479,56,420
1257004000007,"Royal Oak, Precinct 7",845,,,0,354,60,431
1257004000008,"Royal Oak, Precinct 8",602,,,0,321,29,252
1257004000009,"Royal Oak, Precinct 9",557,,,0,247,38,272
1257004000010,"Royal Oak, Precinct 10",429,,,1,195,19,214
1257004000011,"Royal Oak, Precinct 11",381,,,0,173,20,188
1257004000012,"Royal Oak, Precinct 12",397,,,0,198,30,169
1257004000013,"Royal Oak, Precinct 13",477,,,0,235,20,222
1257004000014,"Royal Oak, Precinct 14",423,,,0,186,34,203
1257004000015,"Royal Oak, Precinct 15",283,,,0,123,20,140
1257510000001,"South Lyon, Precinct 1",355,,,0,88,11,256
1257510000002,"South Lyon, Precinct 2",216,,,0,74,5,137
1257510000003,"South Lyon, Precinct 3",300,,,0,102,5,193
1257510000004,"South Lyon, Precinct 4",122,,,0,46,0,76
1257510000005,"South Lyon, Precinct 5",85,,,0,37,3,45
1257490000001,"Southfield, Precinct 1",409,,,0,91,9,309
1257490000002,"Southfield, Precinct 2",495,,,0,154,16,325
1257490000003,"Southfield, Precinct 3",315,,,0,90,12,213
1257490000004,"Southfield, Precinct 4",372,,,0,121,8,243
1257490000005,"Southfield, Precinct 5",233,,,0,78,10,145
1257490000006,"Southfield, Precinct 6",368,,,1,79,10,278
1257490000007,"Southfield, Precinct 7",413,,,0,109,12,292
1257490000008,"Southfield, Precinct 8",309,,,0,70,7,232
1257490000009,"Southfield, Precinct 9",269,,,0,105,9,155
1257490000010,"Southfield, Precinct 10",320,,,0,90,10,220
1257490000011,"Southfield, Precinct 11",358,,,0,83,9,266
1257490000012,"Southfield, Precinct 12",347,,,1,66,8,272
1257490000013,"Southfield, Precinct 13",485,,,0,54,12,419
1257490000014,"Southfield, Precinct 14",335,,,0,33,4,298
1257490000015,"Southfield, Precinct 15",262,,,0,68,6,188
1257490000016,"Southfield, Precinct 16",327,,,0,60,12,255
1257490000017,"Southfield, Precinct 17",334,,,0,45,3,286
1257490000018,"Southfield, Precinct 18",268,,,0,47,6,215
1257490000019,"Southfield, Precinct 19",219,,,0,61,6,152
1257490000020,"Southfield, Precinct 20",369,,,0,65,7,297
1257490000021,"Southfield, Precinct 21",407,,,0,98,9,300
1257490000022,"Southfield, Precinct 22",367,,,0,50,15,302
1257490000023,"Southfield, Precinct 23",366,,,0,82,9,275
1257490000024,"Southfield, Precinct 24",188,,,0,51,3,134
1257490000025,"Southfield, Precinct 25",335,,,0,63,8,264
1257490000026,"Southfield, Precinct 26",449,,,0,75,10,364
1257490000027,"Southfield, Precinct 27",287,,,0,57,9,221
1257490000028,"Southfield, Precinct 28",146,,,2,50,6,88
1257490000029,"Southfield, Precinct 29",392,,,0,100,9,283
1257490000030,"Southfield, Precinct 30",396,,,0,97,8,291
1257490000031,"Southfield, Precinct 31",304,,,0,58,16,230
1257490000032,"Southfield, Precinct 32",302,,,1,78,5,218
1257490000033,"Southfield, Precinct 33",279,,,0,55,5,219
1257490000034,"Southfield, Precinct 34",207,,,0,73,6,128
1257490000035,"Southfield, Precinct 35",154,,,0,42,3,109
1257490000036,"Southfield, Precinct 36",192,,,0,68,5,119
1257786000001,"Sylvan Lake, Precinct 1",192,,,0,61,8,123
1258070000001,"Troy, Precinct 1",481,,,0,178,14,289
1258070000002,"Troy, Precinct 2",335,,,0,114,14,207
1258070000003,"Troy, Precinct 3",329,,,0,123,5,201
1258070000004,"Troy, Precinct 4",225,,,0,74,9,142
1258070000005,"Troy, Precinct 5",66,,,0,20,4,42
1258070000006,"Troy, Precinct 6",124,,,0,62,0,62
1258070000007,"Troy, Precinct 7",586,,,0,238,10,338
1258070000008,"Troy, Precinct 8",248,,,0,73,13,162
1258070000009,"Troy, Precinct 9",545,,,0,204,13,328
1258070000010,"Troy, Precinct 10",337,,,0,148,6,183
1258070000011,"Troy, Precinct 11",388,,,0,160,8,220
1258070000012,"Troy, Precinct 12",279,,,0,107,12,160
1258070000013,"Troy, Precinct 13",494,,,0,188,14,292
1258070000014,"Troy, Precinct 14",314,,,0,124,7,183
1258070000015,"Troy, Precinct 15",543,,,0,220,20,303
1258070000016,"Troy, Precinct 16",239,,,0,102,7,130
1258070000017,"Troy, Precinct 17",342,,,1,120,6,215
1258070000018,"Troy, Precinct 18",431,,,0,149,13,269
1258070000019,"Troy, Precinct 19",466,,,0,177,14,275
1258070000020,"Troy, Precinct 20",325,,,0,129,9,187
1258070000021,"Troy, Precinct 21",403,,,0,170,12,221
1258070000022,"Troy, Precinct 22",446,,,0,205,18,223
1258070000023,"Troy, Precinct 23",387,,,0,169,15,203
1258070000024,"Troy, Precinct 24",199,,,0,55,6,138
1258070000025,"Troy, Precinct 25",93,,,0,43,2,48
1258070000026,"Troy, Precinct 26",217,,,0,103,7,107
1258070000027,"Troy, Precinct 27",245,,,0,106,7,132
1258306000001,"Walled Lake, Precinct 1",176,,,0,53,10,113
1258306000002,"Walled Lake, Precinct 2",238,,,0,72,8,158
1258306000003,"Walled Lake, Precinct 3",208,,,0,67,9,132
1258814000001,"Wixom, Precinct 1",298,,,0,92,6,200
1258814000002,"Wixom, Precinct 2",302,,,0,102,16,184
1258814000003,"Wixom, Precinct 3",96,,,0,40,1,55
1258814000004,"Wixom, Precinct 4",291,,,0,87,9,195
