id,name,total,over_votes,under_votes,Write-in,Ethan Baker
1253742000002,"Hazel Park, Precinct 2",49,,,0,49
1253742000003,"Hazel Park, Precinct 3",39,,,0,39
1253742000004,"Hazel Park, Precinct 4",19,,,0,19
1253742000005,"Hazel Park, Precinct 5",35,,,0,35
1253742000006,"Hazel Park, Precinct 6",15,,,0,15
1254000000001,"Huntington Woods, Precinct 1",41,,,0,41
1254000000002,"Huntington Woods, Precinct 2",34,,,0,34
1254000000003,"Huntington Woods, Precinct 3",60,,,0,60
1254246000001,"Keego Harbor, Precinct 1",53,,,0,53
1254444000001,"Lake Angelus, Precinct 1",2,,,0,2
1255056000001,"Madison Heights, Precinct 1",114,,,0,114
1255056000002,"Madison Heights, Precinct 2",63,,,0,63
1255056000003,"Madison Heights, Precinct 3",50,,,0,50
1255056000004,"Madison Heights, Precinct 4",128,,,0,128
1255056000005,"Madison Heights, Precinct 5",55,,,0,55
1255056000006,"Madison Heights, Precinct 6",207,,,0,207
1255056000007,"Madison Heights, Precinct 7",129,,,0,129
1255944000012,"Novi, Precinct 12",24,,,0,24
1255944000013,"Novi, Precinct 13",100,,,0,100
1255944000014,"Novi, Precinct 14",18,,,0,18
1255992000001,"Oak Park, Precinct 1",40,,,0,40
1255992000002,"Oak Park, Precinct 2",34,,,0,34
1255992000003,"Oak Park, Precinct 3",23,,,0,23
1255992000004,"Oak Park, Precinct 4",27,,,0,27
1255992000005,"Oak Park, Precinct 5",12,,,0,12
1255992000006,"Oak Park, Precinct 6",21,,,0,21
1255992000007,"Oak Park, Precinct 7",15,,,0,15
1255992000008,"Oak Park, Precinct 8",20,,,0,20
1255992000009,"Oak Park, Precinct 9",21,,,0,21
1255992000010,"Oak Park, Precinct 10",54,,,0,54
1256102000001,"Orchard Lake, Precinct 1",8,,,0,8
1256490000001,"Pleasant Ridge, Precinct 1",40,,,1,39
1256544001001,"Pontiac, Precinct 1",4,,,0,4
1256544001002,"Pontiac, Precinct 2",9,,,0,9
1256544001003,"Pontiac, Precinct 3",25,,,0,25
1256544002004,"Pontiac, Precinct 4",65,,,0,65
1256544002005,"Pontiac, Precinct 5",17,,,0,17
1256544002006,"Pontiac, Precinct 6",6,,,0,6
1256544003007,"Pontiac, Precinct 7",39,,,0,39
1256544003008,"Pontiac, Precinct 8",27,,,1,26
1256544004009,"Pontiac, Precinct 9",75,,,0,75
1256544004010,"Pontiac, Precinct 10",33,,,0,33
1256544005011,"Pontiac, Precinct 11",32,,,0,32
1256544005012,"Pontiac, Precinct 12",32,,,0,32
1256544006013,"Pontiac, Precinct 13",10,,,0,10
1256544006014,"Pontiac, Precinct 14",20,,,0,20
1257004000001,"Royal Oak, Precinct 1",112,,,0,112
1257004000002,"Royal Oak, Precinct 2",54,,,0,54
1257004000003,"Royal Oak, Precinct 3",110,,,1,109
1257004000004,"Royal Oak, Precinct 4",130,,,0,130
1257004000005,"Royal Oak, Precinct 5",135,,,0,135
1257004000006,"Royal Oak, Precinct 6",221,,,1,220
1257004000007,"Royal Oak, Precinct 7",192,,,2,190
1257004000008,"Royal Oak, Precinct 8",112,,,0,112
1257004000009,"Royal Oak, Precinct 9",130,,,0,130
1257004000010,"Royal Oak, Precinct 10",84,,,0,84
1257004000011,"Royal Oak, Precinct 11",83,,,1,82
1257004000012,"Royal Oak, Precinct 12",96,,,0,96
1257004000013,"Royal Oak, Precinct 13",111,,,0,111
1257004000014,"Royal Oak, Precinct 14",99,,,0,99
1257004000015,"Royal Oak, Precinct 15",61,,,0,61
1257786000001,"Sylvan Lake, Precinct 1",84,,,1,83
1258070000001,"Troy, Precinct 1",216,,,0,216
1258070000002,"Troy, Precinct 2",165,,,1,164
1258070000003,"Troy, Precinct 3",156,,,0,156
1258070000004,"Troy, Precinct 4",130,,,0,130
1258070000005,"Troy, Precinct 5",48,,,0,48
1258070000006,"Troy, Precinct 6",52,,,0,52
1258070000007,"Troy, Precinct 7",235,,,0,235
1258070000008,"Troy, Precinct 8",81,,,0,81
1258070000009,"Troy, Precinct 9",200,,,0,200
1258070000010,"Troy, Precinct 10",177,,,1,176
1258070000011,"Troy, Precinct 11",136,,,1,135
1258070000012,"Troy, Precinct 12",95,,,0,95
1258070000013,"Troy, Precinct 13",164,,,0,164
1258070000014,"Troy, Precinct 14",153,,,0,153
1258070000015,"Troy, Precinct 15",221,,,0,221
1258070000016,"Troy, Precinct 16",75,,,0,75
1258070000017,"Troy, Precinct 17",144,,,0,144
1258070000018,"Troy, Precinct 18",150,,,0,150
1258070000019,"Troy, Precinct 19",185,,,0,185
1258070000020,"Troy, Precinct 20",177,,,1,176
1258070000021,"Troy, Precinct 21",146,,,1,145
1258070000022,"Troy, Precinct 22",163,,,0,163
1258070000023,"Troy, Precinct 23",190,,,0,190
1258070000024,"Troy, Precinct 24",69,,,0,69
1258070000025,"Troy, Precinct 25",34,,,0,34
1258070000026,"Troy, Precinct 26",71,,,0,71
1258070000027,"Troy, Precinct 27",84,,,0,84
1258306000001,"Walled Lake, Precinct 1",55,,,0,55
1258306000002,"Walled Lake, Precinct 2",135,,,0,135
1258306000003,"Walled Lake, Precinct 3",84,,,1,83
1258814000001,"Wixom, Precinct 1",188,,,1,187
1258814000002,"Wixom, Precinct 2",182,,,0,182
1258814000003,"Wixom, Precinct 3",14,,,0,14
1258814000004,"Wixom, Precinct 4",166,,,1,165
