id,name,total,over_votes,under_votes,Write-in,Abdul El-Sayed,Mallory McMorrow,Haley Stevens
1257490000010,"Southfield, Precinct 10",349,,,0,102,10,237
1257490000011,"Southfield, Precinct 11",399,,,0,101,10,288
1257490000012,"Southfield, Precinct 12",378,,,1,82,8,287
1257490000013,"Southfield, Precinct 13",584,,,0,65,12,507
1257490000014,"Southfield, Precinct 14",413,,,0,41,4,368
1257490000015,"Southfield, Precinct 15",291,,,0,80,8,203
1257490000016,"Southfield, Precinct 16",360,,,0,74,13,273
1257490000017,"Southfield, Precinct 17",448,,,0,53,3,392
1257490000018,"Southfield, Precinct 18",289,,,0,56,6,227
1257490000019,"Southfield, Precinct 19",242,,,0,75,6,161
1257490000020,"Southfield, Precinct 20",392,,,0,71,7,314
1257490000021,"Southfield, Precinct 21",454,,,0,110,9,335
1257490000022,"Southfield, Precinct 22",381,,,0,55,15,311
1257490000023,"Southfield, Precinct 23",387,,,0,91,10,286
1257490000024,"Southfield, Precinct 24",206,,,0,59,3,144
1257490000025,"Southfield, Precinct 25",371,,,0,74,8,289
1257490000026,"Southfield, Precinct 26",502,,,0,87,10,405
1257490000027,"Southfield, Precinct 27",300,,,0,62,10,228
1257490000028,"Southfield, Precinct 28",153,,,2,54,6,91
1257490000029,"Southfield, Precinct 29",441,,,0,123,10,308
1257490000030,"Southfield, Precinct 30",430,,,0,109,9,312
1257490000031,"Southfield, Precinct 31",336,,,0,71,16,249
1257490000032,"Southfield, Precinct 32",323,,,1,81,5,236
1257490000033,"Southfield, Precinct 33",304,,,0,65,5,234
1257490000034,"Southfield, Precinct 34",224,,,0,81,6,137
1257490000035,"Southfield, Precinct 35",167,,,0,46,3,118
1257490000036,"Southfield, Precinct 36",209,,,0,73,5,131
1257786000001,"Sylvan Lake, Precinct 1",201,,,0,70,8,123
1258070000001,"Troy, Precinct 1",548,,,0,225,14,309
1258070000002,"Troy, Precinct 2",372,,,0,140,14,218
1258070000003,"Troy, Precinct 3",368,,,0,150,5,213
1258070000004,"Troy, Precinct 4",252,,,0,90,9,153
1258070000005,"Troy, Precinct 5",73,,,0,24,5,44
1258070000006,"Troy, Precinct 6",142,,,0,72,1,69
1258070000007,"Troy, Precinct 7",655,,,0,289,11,355
1258070000008,"Troy, Precinct 8",291,,,0,97,15,179
1258070000009,"Troy, Precinct 9",611,,,0,252,13,346
1258070000010,"Troy, Precinct 10",391,,,0,190,6,195
1258070000011,"Troy, Precinct 11",449,,,0,206,9,234
1258070000012,"Troy, Precinct 12",315,,,0,132,12,171
1258070000013,"Troy, Precinct 13",559,,,0,231,15,313
1258070000014,"Troy, Precinct 14",369,,,0,156,7,206
1258070000015,"Troy, Precinct 15",655,,,0,292,22,341
1258070000016,"Troy, Precinct 16",320,,,0,161,7,152
1258070000017,"Troy, Precinct 17",379,,,1,143,6,229
1258070000018,"Troy, Precinct 18",473,,,0,175,13,285
1258070000019,"Troy, Precinct 19",549,,,0,225,14,310
1258070000020,"Troy, Precinct 20",387,,,0,166,11,210
1258070000021,"Troy, Precinct 21",452,,,0,200,13,239
1258070000022,"Troy, Precinct 22",504,,,0,251,18,235
1258070000023,"Troy, Precinct 23",438,,,0,209,15,214
1258070000024,"Troy, Precinct 24",208,,,0,58,6,144
1258070000025,"Troy, Precinct 25",102,,,0,47,2,53
1258070000026,"Troy, Precinct 26",266,,,0,148,7,111
1258070000027,"Troy, Precinct 27",298,,,0,140,7,151
1258306000001,"Walled Lake, Precinct 1",185,,,0,60,10,115
1258306000002,"Walled Lake, Precinct 2",257,,,0,90,8,159
1258306000003,"Walled Lake, Precinct 3",222,,,0,77,9,136
1258814000001,"Wixom, Precinct 1",306,,,0,97,6,203
1258814000002,"Wixom, Precinct 2",321,,,0,115,16,190
1258814000003,"Wixom, Precinct 3",103,,,1,43,1,58
1258814000004,"Wixom, Precinct 4",303,,,0,97,9,197
