id,name,total,over_votes,under_votes,Write-in,Ethan Baker
1252788000004,"Ferndale, Precinct 4",30,,,0,30
1252788000005,"Ferndale, Precinct 5",37,,,1,36
1252788000006,"Ferndale, Precinct 6",55,,,0,55
1253742000001,"Hazel Park, Precinct 1",22,,,0,22
1253742000002,"Hazel Park, Precinct 2",36,,,0,36
1253742000003,"Hazel Park, Precinct 3",34,,,0,34
1253742000004,"Hazel Park, Precinct 4",16,,,0,16
1253742000005,"Hazel Park, Precinct 5",28,,,0,28
1253742000006,"Hazel Park, Precinct 6",13,,,0,13
1254000000001,"Huntington Woods, Precinct 1",41,,,0,41
1254000000002,"Huntington Woods, Precinct 2",30,,,0,30
1254000000003,"Huntington Woods, Precinct 3",54,,,0,54
1254246000001,"Keego Harbor, Precinct 1",49,,,0,49
1254444000001,"Lake Angelus, Precinct 1",0,,,0,0
1255056000001,"Madison Heights, Precinct 1",111,,,0,111
1255056000002,"Madison Heights, Precinct 2",62,,,0,62
1255056000003,"Madison Heights, Precinct 3",50,,,0,50
1255056000004,"Madison Heights, Precinct 4",120,,,0,120
1255056000005,"Madison Heights, Precinct 5",50,,,0,50
1255056000006,"Madison Heights, Precinct 6",202,,,0,202
1255056000007,"Madison Heights, Precinct 7",125,,,0,125
1255944000012,"Novi, Precinct 12",20,,,0,20
1255944000013,"Novi, Precinct 13",92,,,0,92
1255944000014,"Novi, Precinct 14",17,,,0,17
1255992000001,"Oak Park, Precinct 1",34,,,0,34
1255992000002,"Oak Park, Precinct 2",30,,,0,30
1255992000003,"Oak Park, Precinct 3",22,,,0,22
1255992000004,"Oak Park, Precinct 4",24,,,0,24
1255992000005,"Oak Park, Precinct 5",11,,,0,11
1255992000006,"Oak Park, Precinct 6",20,,,0,20
1255992000007,"Oak Park, Precinct 7",15,,,0,15
1255992000008,"Oak Park, Precinct 8",15,,,0,15
1255992000009,"Oak Park, Precinct 9",20,,,0,20
1255992000010,"Oak Park, Precinct 10",51,,,0,51
1256102000001,"Orchard Lake, Precinct 1",0,,,0,0
1256490000001,"Pleasant Ridge, Precinct 1",35,,,1,34
1256544001001,"Pontiac, Precinct 1",4,,,0,4
1256544001002,"Pontiac, Precinct 2",6,,,0,6
1256544001003,"Pontiac, Precinct 3",18,,,0,18
1256544002004,"Pontiac, Precinct 4",55,,,0,55
1256544002005,"Pontiac, Precinct 5",15,,,0,15
1256544002006,"Pontiac, Precinct 6",6,,,0,6
1256544003007,"Pontiac, Precinct 7",34,,,0,34
1256544003008,"Pontiac, Precinct 8",22,,,1,21
1256544004009,"Pontiac, Precinct 9",64,,,0,64
1256544004010,"Pontiac, Precinct 10",28,,,0,28
1256544005011,"Pontiac, Precinct 11",26,,,0,26
1256544005012,"Pontiac, Precinct 12",29,,,0,29
1256544006013,"Pontiac, Precinct 13",9,,,0,9
1256544006014,"Pontiac, Precinct 14",18,,,0,18
1257004000001,"Royal Oak, Precinct 1",104,,,0,104
1257004000002,"Royal Oak, Precinct 2",49,,,0,49
1257004000003,"Royal Oak, Precinct 3",105,,,1,104
1257004000004,"Royal Oak, Precinct 4",118,,,0,118
1257004000005,"Royal Oak, Precinct 5",124,,,0,124
1257004000006,"Royal Oak, Precinct 6",203,,,0,203
1257004000007,"Royal Oak, Precinct 7",169,,,2,167
1257004000008,"Royal Oak, Precinct 8",106,,,0,106
1257004000009,"Royal Oak, Precinct 9",123,,,0,123
1257004000010,"Royal Oak, Precinct 10",82,,,0,82
1257004000011,"Royal Oak, Precinct 11",72,,,1,71
1257004000012,"Royal Oak, Precinct 12",86,,,0,86
1257004000013,"Royal Oak, Precinct 13",101,,,0,101
1257004000014,"Royal Oak, Precinct 14",92,,,0,92
1257004000015,"Royal Oak, Precinct 15",50,,,0,50
1257786000001,"Sylvan Lake, Precinct 1",83,,,1,82
1258070000001,"Troy, Precinct 1",200,,,0,200
1258070000002,"Troy, Precinct 2",156,,,1,155
1258070000003,"Troy, Precinct 3",139,,,0,139
1258070000004,"Troy, Precinct 4",128,,,0,128
1258070000005,"Troy, Precinct 5",42,,,0,42
1258070000006,"Troy, Precinct 6",46,,,0,46
1258070000007,"Troy, Precinct 7",217,,,0,217
1258070000008,"Troy, Precinct 8",75,,,0,75
1258070000009,"Troy, Precinct 9",179,,,0,179
1258070000010,"Troy, Precinct 10",155,,,1,154
1258070000011,"Troy, Precinct 11",109,,,1,108
1258070000012,"Troy, Precinct 12",87,,,0,87
1258070000013,"Troy, Precinct 13",146,,,0,146
1258070000014,"Troy, Precinct 14",132,,,0,132
1258070000015,"Troy, Precinct 15",180,,,0,180
1258070000016,"Troy, Precinct 16",68,,,0,68
1258070000017,"Troy, Precinct 17",133,,,0,133
1258070000018,"Troy, Precinct 18",135,,,0,135
1258070000019,"Troy, Precinct 19",163,,,0,163
1258070000020,"Troy, Precinct 20",165,,,1,164
1258070000021,"Troy, Precinct 21",125,,,1,124
1258070000022,"Troy, Precinct 22",145,,,0,145
1258070000023,"Troy, Precinct 23",173,,,0,173
1258070000024,"Troy, Precinct 24",67,,,0,67
1258070000025,"Troy, Precinct 25",24,,,0,24
1258070000026,"Troy, Precinct 26",55,,,0,55
1258070000027,"Troy, Precinct 27",66,,,0,66
1258306000001,"Walled Lake, Precinct 1",54,,,0,54
1258306000002,"Walled Lake, Precinct 2",129,,,0,129
1258306000003,"Walled Lake, Precinct 3",77,,,0,77
1258814000001,"Wixom, Precinct 1",181,,,1,180
1258814000002,"Wixom, Precinct 2",173,,,0,173
1258814000003,"Wixom, Precinct 3",12,,,0,12
1258814000004,"Wixom, Precinct 4",153,,,1,152
