id,name,total,over_votes,under_votes,Write-in,Ethan Baker
1252744000001,"Farmington Hills, Precinct 1",44,,,1,43
1252744000002,"Farmington Hills, Precinct 2",51,,,0,51
1252744000003,"Farmington Hills, Precinct 3",76,,,0,76
1252744000004,"Farmington Hills, Precinct 4",58,,,2,56
1252744000005,"Farmington Hills, Precinct 5",67,,,0,67
1252744000006,"Farmington Hills, Precinct 6",222,,,0,222
1252744000007,"Farmington Hills, Precinct 7",156,,,0,156
1252744000008,"Farmington Hills, Precinct 8",209,,,1,208
1252744000009,"Farmington Hills, Precinct 9",182,,,0,182
1252744000010,"Farmington Hills, Precinct 10",123,,,1,122
1252744000011,"Farmington Hills, Precinct 11",316,,,2,314
1252744000012,"Farmington Hills, Precinct 12",265,,,1,264
1252744000013,"Farmington Hills, Precinct 13",142,,,1,141
1252744000014,"Farmington Hills, Precinct 14",276,,,0,276
1252744000015,"Farmington Hills, Precinct 15",38,,,0,38
1252744000016,"Farmington Hills, Precinct 16",319,,,3,316
1252744000017,"Farmington Hills, Precinct 17",179,,,0,179
1252744000018,"Farmington Hills, Precinct 18",193,,,0,193
1252744000019,"Farmington Hills, Precinct 19",303,,,0,303
1252744000020,"Farmington Hills, Precinct 20",279,,,0,279
1252744000021,"Farmington Hills, Precinct 21",215,,,0,215
1252744000022,"Farmington Hills, Precinct 22",88,,,1,87
1252744000023,"Farmington Hills, Precinct 23",90,,,0,90
1252788000001,"Ferndale, Precinct 1",100,,,0,100
1252788000002,"Ferndale, Precinct 2",68,,,0,68
1252788000003,"Ferndale, Precinct 3",73,,,1,72
1252788000004,"Ferndale, Precinct 4",64,,,1,63
1252788000005,"Ferndale, Precinct 5",69,,,2,67
1252788000006,"Ferndale, Precinct 6",133,,,0,133
1253742000001,"Hazel Park, Precinct 1",88,,,0,88
1253742000002,"Hazel Park, Precinct 2",117,,,0,117
1253742000003,"Hazel Park, Precinct 3",108,,,0,108
1253742000004,"Hazel Park, Precinct 4",82,,,1,81
1253742000005,"Hazel Park, Precinct 5",111,,,1,110
1253742000006,"Hazel Park, Precinct 6",55,,,0,55
1254000000001,"Huntington Woods, Precinct 1",73,,,0,73
1254000000002,"Huntington Woods, Precinct 2",61,,,0,61
1254000000003,"Huntington Woods, Precinct 3",105,,,0,105
1254246000001,"Keego Harbor, Precinct 1",164,,,1,163
1254444000001,"Lake Angelus, Precinct 1",85,,,0,85
1255056000001,"Madison Heights, Precinct 1",199,,,0,199
1255056000002,"Madison Heights, Precinct 2",165,,,0,165
1255056000003,"Madison Heights, Precinct 3",127,,,0,127
1255056000004,"Madison Heights, Precinct 4",259,,,1,258
1255056000005,"Madison Heights, Precinct 5",120,,,0,120
1255056000006,"Madison Heights, Precinct 6",396,,,1,395
1255056000007,"Madison Heights, Precinct 7",239,,,1,238
1255944000012,"Novi, Precinct 12",68,,,0,68
1255944000013,"Novi, Precinct 13",158,,,0,158
1255944000014,"Novi, Precinct 14",28,,,0,28
1255992000001,"Oak Park, Precinct 1",67,,,0,67
1255992000002,"Oak Park, Precinct 2",51,,,1,50
1255992000003,"Oak Park, Precinct 3",30,,,0,30
1255992000004,"Oak Park, Precinct 4",42,,,0,42
1255992000005,"Oak Park, Precinct 5",20,,,0,20
1255992000006,"Oak Park, Precinct 6",32,,,0,32
1255992000007,"Oak Park, Precinct 7",20,,,0,20
1255992000008,"Oak Park, Precinct 8",33,,,0,33
1255992000009,"Oak Park, Precinct 9",49,,,0,49
1255992000010,"Oak Park, Precinct 10",87,,,0,87
1256102000001,"Orchard Lake, Precinct 1",275,,,0,275
1256490000001,"Pleasant Ridge, Precinct 1",109,,,1,108
1256544001001,"Pontiac, Precinct 1",11,,,0,11
1256544001002,"Pontiac, Precinct 2",21,,,0,21
1256544001003,"Pontiac, Precinct 3",47,,,0,47
1256544002004,"Pontiac, Precinct 4",118,,,0,118
1256544002005,"Pontiac, Precinct 5",44,,,0,44
1256544002006,"Pontiac, Precinct 6",15,,,0,15
1256544003007,"Pontiac, Precinct 7",82,,,0,82
1256544003008,"Pontiac, Precinct 8",71,,,2,69
1256544004009,"Pontiac, Precinct 9",135,,,0,135
1256544004010,"Pontiac, Precinct 10",66,,,0,66
1256544005011,"Pontiac, Precinct 11",57,,,0,57
1256544005012,"Pontiac, Precinct 12",49,,,0,49
1256544006013,"Pontiac, Precinct 13",16,,,0,16
1256544006014,"Pontiac, Precinct 14",29,,,0,29
1257004000001,"Royal Oak, Precinct 1",216,,,0,216
1257004000002,"Royal Oak, Precinct 2",142,,,0,142
1257004000003,"Royal Oak, Precinct 3",245,,,2,243
1257004000004,"Royal Oak, Precinct 4",254,,,0,254
1257004000005,"Royal Oak, Precinct 5",244,,,1,243
1257004000006,"Royal Oak, Precinct 6",395,,,1,394
1257004000007,"Royal Oak, Precinct 7",402,,,3,399
1257004000008,"Royal Oak, Precinct 8",259,,,1,258
1257004000009,"Royal Oak, Precinct 9",251,,,0,251
1257004000010,"Royal Oak, Precinct 10",144,,,0,144
1257004000011,"Royal Oak, Precinct 11",146,,,1,145
1257004000012,"Royal Oak, Precinct 12",184,,,0,184
1257004000013,"Royal Oak, Precinct 13",215,,,1,214
1257004000014,"Royal Oak, Precinct 14",225,,,0,225
1257004000015,"Royal Oak, Precinct 15",98,,,0,98
1257786000001,"Sylvan Lake, Precinct 1",193,,,1,192
1258070000001,"Troy, Precinct 1",400,,,1,399
1258070000002,"Troy, Precinct 2",262,,,1,261
1258070000003,"Troy, Precinct 3",259,,,0,259
1258070000004,"Troy, Precinct 4",226,,,0,226
1258070000005,"Troy, Precinct 5",94,,,1,93
1258070000006,"Troy, Precinct 6",94,,,0,94
1258070000007,"Troy, Precinct 7",383,,,1,382
1258070000008,"Troy, Precinct 8",167,,,0,167
1258070000009,"Troy, Precinct 9",336,,,1,335
1258070000010,"Troy, Precinct 10",282,,,2,280
1258070000011,"Troy, Precinct 11",246,,,4,242
1258070000012,"Troy, Precinct 12",178,,,0,178
1258070000013,"Troy, Precinct 13",300,,,0,300
1258070000014,"Troy, Precinct 14",247,,,1,246
1258070000015,"Troy, Precinct 15",415,,,1,414
1258070000016,"Troy, Precinct 16",167,,,0,167
1258070000017,"Troy, Precinct 17",225,,,1,224
1258070000018,"Troy, Precinct 18",257,,,0,257
1258070000019,"Troy, Precinct 19",311,,,1,310
1258070000020,"Troy, Precinct 20",298,,,3,295
1258070000021,"Troy, Precinct 21",273,,,5,268
1258070000022,"Troy, Precinct 22",292,,,0,292
1258070000023,"Troy, Precinct 23",329,,,0,329
1258070000024,"Troy, Precinct 24",119,,,1,118
1258070000025,"Troy, Precinct 25",62,,,0,62
1258070000026,"Troy, Precinct 26",139,,,0,139
1258070000027,"Troy, Precinct 27",140,,,1,139
1258306000001,"Walled Lake, Precinct 1",115,,,1,114
1258306000002,"Walled Lake, Precinct 2",239,,,1,238
1258306000003,"Walled Lake, Precinct 3",166,,,1,165
1258814000001,"Wixom, Precinct 1",369,,,1,368
1258814000002,"Wixom, Precinct 2",357,,,0,357
1258814000003,"Wixom, Precinct 3",60,,,1,59
1258814000004,"Wixom, Precinct 4",310,,,2,308
