id,name,total,over_votes,under_votes,Write-in,Aisha Farooqi,Jeremy Moss,John Paul Torres,Don Ufford
1256544006014,"Pontiac, Precinct 14",40,,,0,14,20,5,1
1257004000001,"Royal Oak, Precinct 1",65,,,0,27,26,1,11
1257004000002,"Royal Oak, Precinct 2",40,,,0,19,9,10,2
1257004000003,"Royal Oak, Precinct 3",43,,,0,20,11,5,7
1257004000004,"Royal Oak, Precinct 4",72,,,0,34,21,4,13
1257004000005,"Royal Oak, Precinct 5",64,,,0,30,23,6,5
1257004000006,"Royal Oak, Precinct 6",80,,,0,30,29,4,17
1257004000007,"Royal Oak, Precinct 7",84,,,0,25,34,11,14
1257004000008,"Royal Oak, Precinct 8",65,,,0,28,23,4,10
1257004000009,"Royal Oak, Precinct 9",77,,,0,27,35,4,11
1257004000010,"Royal Oak, Precinct 10",37,,,0,16,14,2,5
1257004000011,"Royal Oak, Precinct 11",35,,,0,17,11,3,4
1257004000012,"Royal Oak, Precinct 12",58,,,0,17,33,2,6
1257004000013,"Royal Oak, Precinct 13",33,,,0,13,10,3,7
1257004000014,"Royal Oak, Precinct 14",42,,,0,17,14,3,8
1257004000015,"Royal Oak, Precinct 15",40,,,0,13,20,3,4
1257786000001,"Sylvan Lake, Precinct 1",9,,,0,4,3,1,1
1258070000001,"Troy, Precinct 1",66,,,0,40,14,6,6
1258070000002,"Troy, Precinct 2",36,,,0,20,11,5,0
1258070000003,"Troy, Precinct 3",33,,,0,18,6,3,6
1258070000004,"Troy, Precinct 4",23,,,0,15,4,2,2
1258070000005,"Troy, Precinct 5",6,,,0,2,4,0,0
1258070000006,"Troy, Precinct 6",17,,,0,9,4,2,2
1258070000007,"Troy, Precinct 7",65,,,0,36,14,4,11
1258070000008,"Troy, Precinct 8",43,,,0,16,15,5,7
1258070000009,"Troy, Precinct 9",62,,,0,40,17,3,2
1258070000010,"Troy, Precinct 10",52,,,0,22,19,2,9
1258070000011,"Troy, Precinct 11",55,,,0,39,11,2,3
1258070000012,"Troy, Precinct 12",31,,,0,22,2,1,6
1258070000013,"Troy, Precinct 13",62,,,0,48,8,5,1
1258070000014,"Troy, Precinct 14",50,,,0,24,15,4,7
1258070000015,"Troy, Precinct 15",101,,,0,51,32,13,5
1258070000016,"Troy, Precinct 16",81,,,0,37,23,8,13
1258070000017,"Troy, Precinct 17",33,,,0,14,9,2,8
1258070000018,"Troy, Precinct 18",41,,,0,17,14,6,4
1258070000019,"Troy, Precinct 19",74,,,0,35,20,8,11
1258070000020,"Troy, Precinct 20",55,,,0,22,22,4,7
1258070000021,"Troy, Precinct 21",45,,,0,20,16,5,4
1258070000022,"Troy, Precinct 22",56,,,0,38,10,2,6
1258070000023,"Troy, Precinct 23",50,,,0,37,6,4,3
1258070000024,"Troy, Precinct 24",9,,,0,2,5,1,1
1258070000025,"Troy, Precinct 25",8,,,0,3,5,0,0
1258070000026,"Troy, Precinct 26",48,,,0,28,5,5,10
1258070000027,"Troy, Precinct 27",49,,,0,27,11,5,6
1258306000001,"Walled Lake, Precinct 1",9,,,0,5,3,0,1
1258306000002,"Walled Lake, Precinct 2",19,,,0,9,8,2,0
1258306000003,"Walled Lake, Precinct 3",12,,,0,6,3,2,1
1258814000001,"Wixom, Precinct 1",6,,,0,5,1,0,0
1258814000002,"Wixom, Precinct 2",18,,,0,9,8,0,1
1258814000003,"Wixom, Precinct 3",7,,,0,2,5,0,0
1258814000004,"Wixom, Precinct 4",10,,,0,6,3,1,0
