id,name,total,over_votes,under_votes,Write-in,Haley Stevens,Abdul El-Sayed,Mallory McMorrow
991652000011,"Clinton Township, Precinct 11",499,,,0,346,132,21
991652000012,"Clinton Township, Precinct 12",369,,,2,236,104,27
991652000013,"Clinton Township, Precinct 13",456,,,0,290,142,24
991652000014,"Clinton Township, Precinct 14",464,,,0,325,118,21
991652000015,"Clinton Township, Precinct 15",440,,,0,298,115,27
991652000016,"Clinton Township, Precinct 16",433,,,2,278,130,23
991652000017,"Clinton Township, Precinct 17",321,,,0,195,110,16
991652000018,"Clinton Township, Precinct 18",376,,,0,243,107,26
993682000001,"Harrison Township, Precinct 1",365,,,0,225,109,31
993682000002,"Harrison Township, Precinct 2",390,,,0,251,120,19
993682000003,"Harrison Township, Precinct 3",326,,,1,233,78,14
993682000004,"Harrison Township, Precinct 4",455,,,0,292,144,19
993682000005,"Harrison Township, Precinct 5",356,,,0,233,110,13
993682000006,"Harrison Township, Precinct 6",169,,,0,121,39,9
994690000001,"Lenox Township, Precinct 1",97,,,0,66,22,9
994690000002,"Lenox Township, Precinct 2",188,,,0,136,52,0
994690000003,"Lenox Township, Precinct 3",198,,,0,106,85,7
994690000004,"Lenox Township, Precinct 4",53,,,0,31,21,1
995048000001,"Macomb Township, Precinct 1",368,,,0,241,115,12
995048000002,"Macomb Township, Precinct 2",445,,,0,277,145,23
995048000003,"Macomb Township, Precinct 3",321,,,0,216,86,19
995048000004,"Macomb Township, Precinct 4",316,,,0,190,109,17
995048000005,"Macomb Township, Precinct 5",424,,,0,284,119,21
995048000006,"Macomb Township, Precinct 6",116,,,0,57,55,4
995048000007,"Macomb Township, Precinct 7",275,,,0,173,96,6
995048000008,"Macomb Township, Precinct 8",417,,,1,280,112,24
995048000009,"Macomb Township, Precinct 9",344,,,0,218,105,21
995048000010,"Macomb Township, Precinct 10",248,,,0,145,97,6
995048000011,"Macomb Township, Precinct 11",207,,,0,140,55,12
995048000012,"Macomb Township, Precinct 12",88,,,0,42,44,2
995048000013,"Macomb Township, Precinct 13",392,,,0,286,95,11
995048000014,"Macomb Township, Precinct 14",339,,,0,191,134,14
995048000015,"Macomb Township, Precinct 15",396,,,0,206,164,26
995048000016,"Macomb Township, Precinct 16",397,,,0,315,59,23
995048000017,"Macomb Township, Precinct 17",138,,,0,69,57,12
995048000018,"Macomb Township, Precinct 18",367,,,0,245,101,21
995048000019,"Macomb Township, Precinct 19",463,,,0,328,115,20
995048000020,"Macomb Township, Precinct 20",235,,,0,153,74,8
995048000021,"Macomb Township, Precinct 21",252,,,0,170,74,8
995048000022,"Macomb Township, Precinct 22",223,,,0,140,73,10
995048000023,"Macomb Township, Precinct 23",109,,,0,47,56,6
995048000024,"Macomb Township, Precinct 24",182,,,0,135,36,11
996742000001,"Ray Township, Precinct 1",100,,,0,73,22,5
996742000002,"Ray Township, Precinct 2",143,,,0,92,37,14
996840000001,"Richmond Township, Precinct 1",0,,,0,0,0,0
996840000002,"Richmond Township, Precinct 2",0,,,0,0,0,0
997282000001,"Shelby Charter Township, Precinct 1",259,,,1,178,65,15
997282000002,"Shelby Charter Township, Precinct 2",455,,,0,301,118,36
997282000003,"Shelby Charter Township, Precinct 3",346,,,0,210,120,16
997282000004,"Shelby Charter Township, Precinct 4",303,,,0,201,86,16
997282000005,"Shelby Charter Township, Precinct 5",275,,,0,155,105,15
997282000006,"Shelby Charter Township, Precinct 6",223,,,0,126,89,8
997282000007,"Shelby Charter Township, Precinct 7",146,,,0,86,57,3
997282000008,"Shelby Charter Township, Precinct 8",219,,,0,125,82,12
997282000009,"Shelby Charter Township, Precinct 9",326,,,0,222,95,9
997282000010,"Shelby Charter Township, Precinct 10",442,,,0,289,129,24
997282000011,"Shelby Charter Township, Precinct 11",106,,,0,55,46,5
997282000012,"Shelby Charter Township, Precinct 12",413,,,0,261,127,25
997282000013,"Shelby Charter Township, Precinct 13",377,,,1,226,134,16
997282000014,"Shelby Charter Township, Precinct 14",466,,,1,295,149,21
997282000015,"Shelby Charter Township, Precinct 15",344,,,0,239,92,13
997282000016,"Shelby Charter Township, Precinct 16",248,,,0,168,65,15
997282000017,"Shelby Charter Township, Precinct 17",220,,,0,123,88,9
997282000018,"Shelby Charter Township, Precinct 18",206,,,0,128,67,11
997282000019,"Shelby Charter Township, Precinct 19",204,,,0,144,51,9
997282000020,"Shelby Charter Township, Precinct 20",304,,,0,197,89,18
998412000001,"Washington Township, Precinct 1",336,,,0,207,114,15
998412000002,"Washington Township, Precinct 2",246,,,0,177,56,13
998412000003,"Washington Township, Precinct 3",260,,,0,168,85,7
998412000004,"Washington Township, Precinct 4",434,,,0,314,94,26
998412000005,"Washington Township, Precinct 5",345,,,0,231,102,12
998412000006,"Washington Township, Precinct 6",416,,,0,259,133,24
998412000007,"Washington Township, Precinct 7",315,,,0,202,98,15
