id,name,total,over_votes,under_votes,Write-in,Michael Bouchard,Justin Kirk,Robert Lulgjuraj,Steffan Demetropoulos
998400002002,"Warren, Precinct 2",38,,,0,23,10,3,2
998400002003,"Warren, Precinct 3",49,,,0,32,12,2,3
998400001004,"Warren, Precinct 4",57,,,0,46,7,2,2
998400001005,"Warren, Precinct 5",73,,,0,56,9,6,2
998400005006,"Warren, Precinct 6",21,,,0,11,6,3,1
998400005007,"Warren, Precinct 7",33,,,0,28,3,2,0
998400005008,"Warren, Precinct 8",33,,,0,27,5,1,0
998400003009,"Warren, Precinct 9",23,,,0,17,4,1,1
998400003010,"Warren, Precinct 10",0,,,0,0,0,0,0
998400005011,"Warren, Precinct 11",18,,,0,11,5,2,0
998400005012,"Warren, Precinct 12",19,,,0,13,3,2,1
998400003013,"Warren, Precinct 13",71,,,0,47,14,5,5
998400004014,"Warren, Precinct 14",22,,,0,16,3,1,2
998400004015,"Warren, Precinct 15",47,,,0,35,7,1,4
998400004016,"Warren, Precinct 16",43,,,0,34,4,3,2
998400005017,"Warren, Precinct 17",6,,,0,5,1,0,0
998400002018,"Warren, Precinct 18",46,,,0,39,5,0,2
998400002019,"Warren, Precinct 19",102,,,1,76,18,2,5
998400005020,"Warren, Precinct 20",101,,,0,81,15,4,1
998400005021,"Warren, Precinct 21",86,,,0,59,12,5,10
998400003022,"Warren, Precinct 22",35,,,1,29,3,0,2
998400004023,"Warren, Precinct 23",51,,,0,36,13,2,0
998400004024,"Warren, Precinct 24",25,,,1,19,0,4,1
998400004025,"Warren, Precinct 25",122,,,0,90,23,5,4
998400003026,"Warren, Precinct 26",79,,,0,56,16,6,1
998400003027,"Warren, Precinct 27",118,,,0,95,17,4,2
998400004028,"Warren, Precinct 28",134,,,1,94,23,10,6
998400003029,"Warren, Precinct 29",127,,,0,88,20,8,11
998400004030,"Warren, Precinct 30",138,,,0,98,25,11,4
998400001031,"Warren, Precinct 31",43,,,0,36,5,2,0
998400002032,"Warren, Precinct 32",128,,,0,100,16,9,3
998400002033,"Warren, Precinct 33",67,,,0,52,12,1,2
998400001034,"Warren, Precinct 34",49,,,0,33,11,4,1
998400001035,"Warren, Precinct 35",41,,,0,29,6,5,1
998400002036,"Warren, Precinct 36",121,,,0,99,13,5,4
998400005037,"Warren, Precinct 37",93,,,1,73,9,6,4
998400005038,"Warren, Precinct 38",103,,,1,74,22,5,1
998400005039,"Warren, Precinct 39",69,,,0,53,8,6,2
998400002040,"Warren, Precinct 40",104,,,0,78,12,5,9
998400001041,"Warren, Precinct 41",63,,,0,47,15,0,1
998400001042,"Warren, Precinct 42",147,,,0,111,21,9,6
998400002043,"Warren, Precinct 43",70,,,0,51,12,4,3
998400003044,"Warren, Precinct 44",155,,,1,124,18,9,3
998400004045,"Warren, Precinct 45",99,,,0,75,16,3,5
998400003046,"Warren, Precinct 46",178,,,0,140,30,4,4
998400004047,"Warren, Precinct 47",82,,,0,68,10,4,0
998400003048,"Warren, Precinct 48",67,,,0,58,4,3,2
998400003049,"Warren, Precinct 49",143,,,1,102,24,7,9
998400002050,"Warren, Precinct 50",99,,,0,72,16,4,7
998400001051,"Warren, Precinct 51",53,,,0,35,12,5,1
998400001052,"Warren, Precinct 52",87,,,0,74,8,2,3
998400004053,"Warren, Precinct 53",152,,,0,93,43,9,7
991652000001,"Clinton Township, Precinct 1",244,,,0,158,58,22,6
991652000002,"Clinton Township, Precinct 2",343,,,0,238,87,12,6
991652000003,"Clinton Township, Precinct 3",375,,,1,297,55,10,12
991652000004,"Clinton Township, Precinct 4",86,,,0,57,16,6,7
991652000005,"Clinton Township, Precinct 5",310,,,0,215,61,21,13
991652000006,"Clinton Township, Precinct 6",539,,,0,393,107,29,10
991652000007,"Clinton Township, Precinct 7",208,,,0,151,39,9,9
991652000008,"Clinton Township, Precinct 8",407,,,1,245,95,25,41
991652000009,"Clinton Township, Precinct 9",216,,,0,144,47,18,7
991652000010,"Clinton Township, Precinct 10",444,,,0,282,109,38,15
991652000011,"Clinton Township, Precinct 11",304,,,0,227,56,14,7
991652000012,"Clinton Township, Precinct 12",218,,,0,128,64,12,14
991652000013,"Clinton Township, Precinct 13",230,,,0,164,46,13,7
991652000014,"Clinton Township, Precinct 14",254,,,0,188,41,19,6
991652000015,"Clinton Township, Precinct 15",201,,,0,141,40,12,8
991652000016,"Clinton Township, Precinct 16",155,,,0,113,26,8,8
991652000017,"Clinton Township, Precinct 17",141,,,1,98,30,9,3
991652000018,"Clinton Township, Precinct 18",112,,,0,88,14,7,3
993682000001,"Harrison Township, Precinct 1",252,,,0,188,41,12,11
993682000002,"Harrison Township, Precinct 2",273,,,0,189,51,21,12
993682000003,"Harrison Township, Precinct 3",417,,,2,285,85,22,23
993682000004,"Harrison Township, Precinct 4",330,,,0,225,73,22,10
993682000005,"Harrison Township, Precinct 5",266,,,0,201,47,14,4
993682000006,"Harrison Township, Precinct 6",185,,,1,132,31,11,10
995048000001,"Macomb Township, Precinct 1",240,,,0,172,40,18,10
995048000002,"Macomb Township, Precinct 2",279,,,3,221,37,10,8
995048000007,"Macomb Township, Precinct 7",202,,,0,139,37,18,8
995048000008,"Macomb Township, Precinct 8",302,,,0,209,61,10,22
995048000011,"Macomb Township, Precinct 11",182,,,0,116,54,8,4
997282000001,"Shelby Charter Township, Precinct 1",183,,,0,136,33,9,5
997282000002,"Shelby Charter Township, Precinct 2",365,,,0,298,42,16,9
997282000003,"Shelby Charter Township, Precinct 3",362,,,0,252,73,21,16
997282000004,"Shelby Charter Township, Precinct 4",313,,,1,221,59,23,9
997282000005,"Shelby Charter Township, Precinct 5",251,,,0,180,47,13,11
997282000006,"Shelby Charter Township, Precinct 6",89,,,0,71,8,6,4
997282000007,"Shelby Charter Township, Precinct 7",73,,,0,54,11,3,5
997282000008,"Shelby Charter Township, Precinct 8",133,,,0,104,18,9,2
997282000009,"Shelby Charter Township, Precinct 9",311,,,0,206,48,40,17
997282000010,"Shelby Charter Township, Precinct 10",334,,,1,251,58,11,13
997282000011,"Shelby Charter Township, Precinct 11",162,,,0,101,35,13,13
997282000012,"Shelby Charter Township, Precinct 12",410,,,0,276,78,40,16
997282000013,"Shelby Charter Township, Precinct 13",344,,,1,279,42,18,4
997282000014,"Shelby Charter Township, Precinct 14",427,,,1,317,69,18,22
997282000015,"Shelby Charter Township, Precinct 15",370,,,1,259,74,15,21
997282000016,"Shelby Charter Township, Precinct 16",187,,,0,125,36,21,5
997282000017,"Shelby Charter Township, Precinct 17",202,,,0,156,20,16,10
997282000018,"Shelby Charter Township, Precinct 18",214,,,0,150,37,9,18
997282000019,"Shelby Charter Township, Precinct 19",310,,,1,198,65,33,13
997282000020,"Shelby Charter Township, Precinct 20",390,,,0,302,62,16,10
