id,name,total,over_votes,under_votes,Write-in,Christina Bertrand Hines,Eric Chung,Tim Greimel
997076000011,"St. Clair Shores, Precinct 11",40,,,0,23,10,7
997076000012,"St. Clair Shores, Precinct 12",27,,,1,14,7,5
997646000001,"Sterling Heights, Precinct 1",20,,,0,8,7,5
997646000002,"Sterling Heights, Precinct 2",21,,,0,7,12,2
997646000003,"Sterling Heights, Precinct 3",48,,,0,15,19,14
997646000004,"Sterling Heights, Precinct 4",35,,,0,5,23,7
997646000005,"Sterling Heights, Precinct 5",32,,,0,14,9,9
997646000006,"Sterling Heights, Precinct 6",31,,,0,8,11,12
997646000007,"Sterling Heights, Precinct 7",39,,,0,7,21,11
997646000008,"Sterling Heights, Precinct 8",24,,,0,8,13,3
997646000009,"Sterling Heights, Precinct 9",46,,,0,19,19,8
997646000010,"Sterling Heights, Precinct 10",21,,,0,8,7,6
997646000011,"Sterling Heights, Precinct 11",18,,,0,6,9,3
997646000012,"Sterling Heights, Precinct 12",23,,,1,11,8,3
997646000013,"Sterling Heights, Precinct 13",17,,,0,6,6,5
997646000014,"Sterling Heights, Precinct 14",38,,,0,16,14,8
997646000015,"Sterling Heights, Precinct 15",25,,,1,7,11,6
997646000017,"Sterling Heights, Precinct 17",15,,,0,4,10,1
997646000018,"Sterling Heights, Precinct 18",6,,,0,2,1,3
997646000019,"Sterling Heights, Precinct 19",19,,,0,10,6,3
997646000020,"Sterling Heights, Precinct 20",12,,,0,5,4,3
997646000021,"Sterling Heights, Precinct 21",55,,,0,15,30,10
997646000022,"Sterling Heights, Precinct 22",21,,,0,8,8,5
997646000023,"Sterling Heights, Precinct 23",38,,,0,10,19,9
997646000025,"Sterling Heights, Precinct 25",6,,,0,1,1,4
997646000026,"Sterling Heights, Precinct 26",27,,,0,4,18,5
997646000027,"Sterling Heights, Precinct 27",37,,,0,21,12,4
997646000028,"Sterling Heights, Precinct 28",41,,,0,18,17,6
997646000029,"Sterling Heights, Precinct 29",47,,,0,22,14,11
997646000030,"Sterling Heights, Precinct 30",24,,,0,9,14,1
997646000031,"Sterling Heights, Precinct 31",37,,,0,16,9,12
997646000032,"Sterling Heights, Precinct 32",20,,,1,9,4,6
997646000033,"Sterling Heights, Precinct 33",7,,,0,5,0,2
997646000034,"Sterling Heights, Precinct 34",16,,,0,6,7,3
997646000035,"Sterling Heights, Precinct 35",21,,,0,10,9,2
997646000036,"Sterling Heights, Precinct 36",36,,,0,17,13,6
997646000037,"Sterling Heights, Precinct 37",17,,,0,5,10,2
997646000038,"Sterling Heights, Precinct 38",23,,,1,10,5,7
997646000039,"Sterling Heights, Precinct 39",12,,,0,8,3,1
997646000040,"Sterling Heights, Precinct 40",47,,,0,12,24,11
997646000042,"Sterling Heights, Precinct 42",26,,,0,12,11,3
997646000043,"Sterling Heights, Precinct 43",37,,,0,13,17,7
998154000001,"Utica, Precinct 1",18,,,0,8,4,6
998400001001,"Warren, Precinct 1",14,,,0,4,6,4
998400002002,"Warren, Precinct 2",12,,,1,4,5,2
998400002003,"Warren, Precinct 3",6,,,0,3,0,3
998400001004,"Warren, Precinct 4",14,,,0,5,6,3
998400001005,"Warren, Precinct 5",13,,,0,8,3,2
998400005006,"Warren, Precinct 6",11,,,0,3,3,5
998400005007,"Warren, Precinct 7",10,,,0,5,1,4
998400005008,"Warren, Precinct 8",7,,,0,3,1,3
998400003009,"Warren, Precinct 9",9,,,0,4,3,2
998400003010,"Warren, Precinct 10",0,,,0,0,0,0
998400005011,"Warren, Precinct 11",4,,,0,2,0,2
998400005012,"Warren, Precinct 12",3,,,0,0,3,0
998400003013,"Warren, Precinct 13",13,,,2,8,2,1
998400004014,"Warren, Precinct 14",4,,,0,2,1,1
998400004015,"Warren, Precinct 15",9,,,0,3,4,2
998400004016,"Warren, Precinct 16",7,,,0,6,1,0
998400005017,"Warren, Precinct 17",4,,,0,3,1,0
998400002018,"Warren, Precinct 18",14,,,0,5,6,3
998400002019,"Warren, Precinct 19",36,,,2,9,18,7
998400005020,"Warren, Precinct 20",14,,,0,6,7,1
998400005021,"Warren, Precinct 21",13,,,0,3,10,0
998400003022,"Warren, Precinct 22",10,,,0,4,5,1
998400004023,"Warren, Precinct 23",11,,,0,1,9,1
998400004024,"Warren, Precinct 24",6,,,0,3,2,1
998400004025,"Warren, Precinct 25",13,,,0,7,4,2
998400003026,"Warren, Precinct 26",11,,,0,5,5,1
998400003027,"Warren, Precinct 27",30,,,0,17,5,8
998400004028,"Warren, Precinct 28",12,,,0,9,3,0
998400003029,"Warren, Precinct 29",19,,,1,8,7,3
998400004030,"Warren, Precinct 30",16,,,0,10,2,4
998400001031,"Warren, Precinct 31",16,,,0,6,10,0
998400002032,"Warren, Precinct 32",21,,,0,7,8,6
998400002033,"Warren, Precinct 33",19,,,0,7,10,2
998400001034,"Warren, Precinct 34",14,,,1,3,8,2
998400001035,"Warren, Precinct 35",12,,,1,6,4,1
998400002036,"Warren, Precinct 36",20,,,0,8,7,5
998400005037,"Warren, Precinct 37",44,,,4,19,17,4
998400005038,"Warren, Precinct 38",19,,,0,10,9,0
998400005039,"Warren, Precinct 39",22,,,1,7,8,6
998400002040,"Warren, Precinct 40",38,,,1,12,20,5
998400001041,"Warren, Precinct 41",22,,,0,12,9,1
998400001042,"Warren, Precinct 42",17,,,0,9,6,2
998400002043,"Warren, Precinct 43",20,,,0,14,4,2
998400003044,"Warren, Precinct 44",28,,,0,17,9,2
998400004045,"Warren, Precinct 45",5,,,0,3,1,1
998400003046,"Warren, Precinct 46",11,,,0,6,4,1
998400004047,"Warren, Precinct 47",7,,,0,4,2,1
998400003048,"Warren, Precinct 48",9,,,0,3,5,1
998400003049,"Warren, Precinct 49",29,,,0,10,12,7
998400002050,"Warren, Precinct 50",19,,,0,6,10,3
998400001051,"Warren, Precinct 51",16,,,0,3,4,9
998400001052,"Warren, Precinct 52",22,,,1,11,9,1
998400004053,"Warren, Precinct 53",13,,,0,9,2,2
991652000001,"Clinton Township, Precinct 1",55,,,0,23,18,14
991652000002,"Clinton Township, Precinct 2",23,,,0,14,8,1
991652000003,"Clinton Township, Precinct 3",41,,,0,18,18,5
991652000004,"Clinton Township, Precinct 4",31,,,0,14,10,7
991652000005,"Clinton Township, Precinct 5",34,,,0,20,9,5
991652000006,"Clinton Township, Precinct 6",38,,,0,11,20,7
991652000007,"Clinton Township, Precinct 7",19,,,0,12,3,4
991652000008,"Clinton Township, Precinct 8",42,,,0,20,19,3
991652000009,"Clinton Township, Precinct 9",30,,,0,14,12,4
991652000010,"Clinton Township, Precinct 10",46,,,0,19,15,12
991652000011,"Clinton Township, Precinct 11",25,,,0,13,11,1
991652000012,"Clinton Township, Precinct 12",27,,,0,7,15,5
991652000013,"Clinton Township, Precinct 13",34,,,0,17,13,4
991652000014,"Clinton Township, Precinct 14",25,,,1,15,8,1
991652000015,"Clinton Township, Precinct 15",26,,,0,12,5,9
991652000016,"Clinton Township, Precinct 16",31,,,0,14,15,2
991652000017,"Clinton Township, Precinct 17",28,,,0,15,7,6
991652000018,"Clinton Township, Precinct 18",27,,,0,12,13,2
993682000001,"Harrison Township, Precinct 1",31,,,1,14,8,8
993682000002,"Harrison Township, Precinct 2",23,,,0,9,6,8
993682000003,"Harrison Township, Precinct 3",39,,,0,16,13,10
993682000004,"Harrison Township, Precinct 4",60,,,0,36,16,8
993682000005,"Harrison Township, Precinct 5",42,,,0,24,11,7
993682000006,"Harrison Township, Precinct 6",15,,,0,8,2,5
995048000001,"Macomb Township, Precinct 1",26,,,0,9,9,8
995048000002,"Macomb Township, Precinct 2",32,,,0,17,11,4
995048000007,"Macomb Township, Precinct 7",32,,,0,12,15,5
995048000008,"Macomb Township, Precinct 8",37,,,0,10,17,10
995048000011,"Macomb Township, Precinct 11",17,,,0,5,4,8
997282000001,"Shelby Charter Township, Precinct 1",13,,,0,9,4,0
997282000002,"Shelby Charter Township, Precinct 2",23,,,0,12,3,8
997282000003,"Shelby Charter Township, Precinct 3",24,,,0,12,8,4
997282000004,"Shelby Charter Township, Precinct 4",17,,,0,8,7,2
997282000005,"Shelby Charter Township, Precinct 5",40,,,0,12,9,19
997282000006,"Shelby Charter Township, Precinct 6",21,,,0,6,10,5
997282000007,"Shelby Charter Township, Precinct 7",10,,,0,4,5,1
997282000008,"Shelby Charter Township, Precinct 8",19,,,0,5,9,5
997282000009,"Shelby Charter Township, Precinct 9",57,,,2,31,14,10
997282000010,"Shelby Charter Township, Precinct 10",29,,,0,13,10,6
997282000011,"Shelby Charter Township, Precinct 11",14,,,0,6,6,2
997282000012,"Shelby Charter Township, Precinct 12",49,,,0,25,13,11
997282000013,"Shelby Charter Township, Precinct 13",24,,,0,14,5,5
997282000014,"Shelby Charter Township, Precinct 14",42,,,1,23,8,10
997282000015,"Shelby Charter Township, Precinct 15",23,,,0,18,4,1
997282000016,"Shelby Charter Township, Precinct 16",26,,,0,10,10,6
997282000017,"Shelby Charter Township, Precinct 17",24,,,0,14,7,3
997282000018,"Shelby Charter Township, Precinct 18",19,,,1,6,8,4
997282000019,"Shelby Charter Township, Precinct 19",26,,,0,13,10,3
997282000020,"Shelby Charter Township, Precinct 20",30,,,0,15,9,6
